DATE,YEAR,MONTH,MONTH_NAME,Rainfall_mm_per_month,Temperature_Celsius,Relative_Humidity_percent,Specific_Humidity_g_per_kg,Solar_Radiation_MJ_m2_per_month,Surface_Pressure_hPa
10/1/2009,2009,10,OCT,290.0933,25.1308,90.7358,18.2592,15.5475,99.3792
11/1/2009,2009,11,NOV,94.5133,25.2167,82.665,16.7242,18.2525,99.355
12/1/2009,2009,12,DEC,0.2325,25.6358,78.6258,16.2658,18.6275,99.3633
1/1/2010,2010,1,JAN,16.4517,25.8625,79.72,16.6983,17.6925,99.3442
2/1/2010,2010,2,FEB,23.2733,26.8383,83.8817,18.59,18.0575,99.2567
3/1/2010,2010,3,MAR,43.9483,26.9583,84.5158,18.865,16.685,99.3017
4/1/2010,2010,4,APR,112.8767,26.985,88.1608,19.7775,17.8325,99.24
5/1/2010,2010,5,MAY,197.2433,26.5008,90.1775,19.7033,16.96,99.3342
6/1/2010,2010,6,JUN,227.6067,25.5183,91.1167,18.7567,15.45,99.5442
7/1/2010,2010,7,JUL,190.5475,24.5292,90.4775,17.535,14.025,99.5508
8/1/2010,2010,8,AUG,275.2458,24.5258,90.4675,17.5208,13.0475,99.53
9/1/2010,2010,9,SEP,469.3525,24.6758,91.0467,17.825,15.2025,99.45
10/1/2010,2010,10,OCT,221.2875,25.1667,90.8042,18.325,16.2025,99.375
11/1/2010,2010,11,NOV,99.4183,25.7592,87.96,18.3558,17.6625,99.2525
12/1/2010,2010,12,DEC,62.0858,25.095,78.1233,15.6692,18.5775,99.22
1/1/2011,2011,1,JAN,2.2792,24.345,73.36,14.1142,18.4475,99.2108
2/1/2011,2011,2,FEB,72.4592,25.8858,86.1625,18.0467,17.345,99.2192
3/1/2011,2011,3,MAR,31.1675,26.6267,86.6975,19.0008,18.505,99.17
4/1/2011,2011,4,APR,73.3725,26.2767,88.4783,19.0467,16.705,99.1692
5/1/2011,2011,5,MAY,218.3825,26.0267,90.7325,19.2883,17.1775,99.3267
6/1/2011,2011,6,JUN,217.1783,25.2617,91.3517,18.53,14.2525,99.4817
7/1/2011,2011,7,JUL,244.4975,24.5192,91.1792,17.68,12.485,99.5117
8/1/2011,2011,8,AUG,211.7208,24.2025,90.5892,17.2058,13.5325,99.5425
9/1/2011,2011,9,SEP,231.65,24.6317,91.1183,17.7725,14.805,99.545
10/1/2011,2011,10,OCT,244.4258,25.1117,90.6142,18.2325,15.9725,99.305
11/1/2011,2011,11,NOV,70.9283,25.5142,84.7117,17.4208,18.975,99.3275
12/1/2011,2011,12,DEC,1.175,24.1225,74.4242,14.1092,18.4625,99.3875
1/1/2012,2012,1,JAN,8.1192,24.4992,75.3008,14.6067,17.2275,99.3692
2/1/2012,2012,2,FEB,53.1858,26.0525,85.4758,18.0325,15.765,99.1908
3/1/2012,2012,3,MAR,51.0667,26.3933,85.6133,18.4417,17.7275,99.2583
4/1/2012,2012,4,APR,172.4458,26.1492,89.1925,19.0642,18.015,99.2583
5/1/2012,2012,5,MAY,211.2267,25.6217,89.6433,18.56,16.5825,99.4275
6/1/2012,2012,6,JUN,248.5533,24.9392,91.0017,18.0883,15.215,99.565
7/1/2012,2012,7,JUL,214.8208,24.3325,90.5983,17.3433,12.8475,99.555
8/1/2012,2012,8,AUG,169.5,24.0417,89.775,16.8617,12.915,99.6142
9/1/2012,2012,9,SEP,350.025,24.5258,91,17.6225,14.0725,99.5933
10/1/2012,2012,10,OCT,234.1733,25.09,90.8133,18.2367,15.9525,99.3933
11/1/2012,2012,11,NOV,108.8567,25.755,88.1917,18.3967,16.925,99.3333
12/1/2012,2012,12,DEC,43.5033,24.7467,77.7017,15.3058,18.0025,99.345
1/1/2013,2013,1,JAN,57.8675,25.1917,78.87,15.9467,17.73,99.39
2/1/2013,2013,2,FEB,48.4817,25.9092,84.665,17.8775,17.175,99.2408
3/1/2013,2013,3,MAR,76.8717,26.5475,88.4725,19.345,18.6825,99.2783
4/1/2013,2013,4,APR,119.8733,26.4408,88.1958,19.1392,18.15,99.3283
5/1/2013,2013,5,MAY,218.46,25.74,90.6267,18.9133,17.4325,99.4317
6/1/2013,2013,6,JUN,174.5908,25.0433,90.7567,18.1542,15.0925,99.5308
7/1/2013,2013,7,JUL,253.4467,24.2067,90.6992,17.2233,13.1225,99.6167
8/1/2013,2013,8,AUG,140.205,24.005,89.0208,16.6842,13.7475,99.5467
9/1/2013,2013,9,SEP,221.9467,24.6625,90.6525,17.7025,14.2075,99.5367
10/1/2013,2013,10,OCT,163.8967,25.305,89.3842,18.1225,16.7725,99.4617
11/1/2013,2013,11,NOV,91.9367,25.6275,89.1692,18.4642,17.4075,99.2908
12/1/2013,2013,12,DEC,62.4092,24.8375,82.0583,16.24,17.255,99.3933
1/1/2014,2014,1,JAN,57.9108,25.6042,81.4992,16.7808,17.1225,99.3425
2/1/2014,2014,2,FEB,41.4617,26.2333,82.9125,17.6517,16.78,99.2375
3/1/2014,2014,3,MAR,61.4967,26.3667,87.0758,18.7767,18.1625,99.2708
4/1/2014,2014,4,APR,115.9208,26.3042,88.6058,19.0875,17.9575,99.3108
5/1/2014,2014,5,MAY,210.6858,26.1658,89.2492,19.0875,17.755,99.3483
6/1/2014,2014,6,JUN,109.9558,25.5333,89.685,18.4417,15.6925,99.52
7/1/2014,2014,7,JUL,167.7642,24.8383,89.3108,17.5775,13.32,99.6967
8/1/2014,2014,8,AUG,212.2483,24.2225,90.0067,17.0917,12.69,99.6092
9/1/2014,2014,9,SEP,238.5158,24.5575,90.5017,17.545,14.135,99.5508
10/1/2014,2014,10,OCT,207.2483,25.2917,89.9858,18.2483,15.68,99.4575
11/1/2014,2014,11,NOV,69.7625,25.7692,87.3792,18.1683,17.525,99.3858
12/1/2014,2014,12,DEC,2.1383,25.6225,76.9125,15.775,17.63,99.4225
1/1/2015,2015,1,JAN,1.7908,24.1167,70.9733,13.4958,17.795,99.5042
2/1/2015,2015,2,FEB,27.7992,26.6625,84.7508,18.4725,16.0525,99.3025
3/1/2015,2015,3,MAR,185.4175,26.6392,86.35,18.8408,16.7325,99.2683
4/1/2015,2015,4,APR,69.0117,26.5708,87.2567,19.0108,18.15,99.3625
5/1/2015,2015,5,MAY,116.3108,26.23,89.6417,19.2333,17.415,99.4242
6/1/2015,2015,6,JUN,207.32,25.1967,90.9558,18.3408,14.32,99.6008
7/1/2015,2015,7,JUL,165.6267,24.9,89.8983,17.8,13.43,99.595
8/1/2015,2015,8,AUG,111.7108,24.6967,89.8775,17.5642,12.6975,99.5625
9/1/2015,2015,9,SEP,192.7292,24.8683,90.7433,17.9358,13.605,99.5317
10/1/2015,2015,10,OCT,174.9525,25.5008,90.4333,18.5792,16.2425,99.4775
11/1/2015,2015,11,NOV,53.91,26.0992,85.1117,17.9958,18.345,99.4
12/1/2015,2015,12,DEC,1.0292,23.7533,63.0883,11.3867,18.5725,99.5675
1/1/2016,2016,1,JAN,24.8675,25.2933,67.47,13.4183,17.9875,99.4633
2/1/2016,2016,2,FEB,1.9533,27.1692,75.1167,16.6042,17.0975,99.33
3/1/2016,2016,3,MAR,138.2483,27.4442,85.0633,19.4483,16.755,99.3358
4/1/2016,2016,4,APR,118.7667,27.1842,87.1517,19.7342,18.55,99.2892
5/1/2016,2016,5,MAY,190.0142,26.2592,89.9475,19.3375,17.43,99.4933
6/1/2016,2016,6,JUN,256.7917,25.1817,90.3392,18.195,15.0475,99.6383
7/1/2016,2016,7,JUL,224.4533,24.6175,90.875,17.6925,13.705,99.5908
8/1/2016,2016,8,AUG,249.3067,24.5258,90.7783,17.5725,13.1275,99.585
9/1/2016,2016,9,SEP,401.2058,24.785,91.6592,18.045,14.4225,99.5583
10/1/2016,2016,10,OCT,299.2467,25.6583,90.2158,18.725,17.465,99.3758
11/1/2016,2016,11,NOV,50.2158,26.3492,85.8517,18.5192,18.3125,99.3225
12/1/2016,2016,12,DEC,14.4567,25.4425,80.565,16.545,17.41,99.3292
1/1/2017,2017,1,JAN,5.3717,25.5508,80.5092,16.5917,17.5325,99.3275
2/1/2017,2017,2,FEB,11.2125,26.2175,80.5708,17.21,17.8775,99.2908
3/1/2017,2017,3,MAR,115.4167,26.8583,87.1467,19.3325,18.33,99.2292
4/1/2017,2017,4,APR,159.9775,26.63,88.7008,19.5,18.1375,99.2675
5/1/2017,2017,5,MAY,233.7975,26.2483,90.2517,19.4175,17.8175,99.4075
6/1/2017,2017,6,JUN,304.14,25.5408,90.9317,18.7583,15.935,99.49
7/1/2017,2017,7,JUL,486.2733,24.655,91.11,17.78,13.3625,99.6508
8/1/2017,2017,8,AUG,223.3042,24.3033,91.4033,17.4808,12.3875,99.56
9/1/2017,2017,9,SEP,266.3025,24.785,91.0617,17.9317,14.3,99.5317
10/1/2017,2017,10,OCT,135.0433,25.6533,90.14,18.6983,16.69,99.4208
11/1/2017,2017,11,NOV,47.195,25.775,86.8308,18.1283,18.0875,99.3417
12/1/2017,2017,12,DEC,36.4617,25.5342,81.5858,16.7633,16.355,99.3367
1/1/2018,2018,1,JAN,0.9392,24.0375,71.7608,13.4975,18.51,99.385
2/1/2018,2018,2,FEB,68.6,26.325,85.5317,18.4208,16.0975,99.19
3/1/2018,2018,3,MAR,75.2692,26.485,87.3608,18.9725,18.135,99.2958
4/1/2018,2018,4,APR,71.935,26.3758,88.6125,19.1808,16.4225,99.2967
5/1/2018,2018,5,MAY,172.31,25.8892,90.3775,19.035,16.365,99.3942
6/1/2018,2018,6,JUN,411.965,25.065,91.6117,18.3625,15.5025,99.5592
7/1/2018,2018,7,JUL,323.12,24.6667,91.4458,17.8658,13.0125,99.6108
8/1/2018,2018,8,AUG,307.9067,24.36,91.17,17.4825,13.4375,99.6067
9/1/2018,2018,9,SEP,367.2267,24.8858,91.7958,18.2175,15.2225,99.4242
10/1/2018,2018,10,OCT,223.9617,25.5083,90.61,18.6575,17.15,99.4042
11/1/2018,2018,11,NOV,135.475,26.2017,86.8875,18.6033,18.0875,99.3025
12/1/2018,2018,12,DEC,3.3242,25.125,75.045,15.0783,17.94,99.4283
1/1/2019,2019,1,JAN,56.1025,25.5633,80.8192,16.6833,17.275,99.4133
2/1/2019,2019,2,FEB,40.3975,25.9975,81.995,17.3433,15.575,99.3367
3/1/2019,2019,3,MAR,66.7042,26.6792,87.7975,19.3308,18.1875,99.3167
4/1/2019,2019,4,APR,78.2608,26.9208,88.7533,19.8575,17.9775,99.2675
5/1/2019,2019,5,MAY,240.26,26.245,90.2725,19.425,17.7825,99.3525
6/1/2019,2019,6,JUN,403.3675,25.4967,90.87,18.6658,14.95,99.58
7/1/2019,2019,7,JUL,265.9442,24.83,91.3367,18.0317,13.6675,99.5683
8/1/2019,2019,8,AUG,301.8775,24.5567,91.35,17.7217,14.3575,99.6558
9/1/2019,2019,9,SEP,432.9708,24.9,92.1883,18.3,13.9625,99.5283
10/1/2019,2019,10,OCT,518.0875,24.9208,91.1358,18.1275,14.4975,99.385
11/1/2019,2019,11,NOV,95.7867,26.2933,87.5667,18.8683,17.975,99.29
12/1/2019,2019,12,DEC,55.7508,25.4925,74.5283,15.3175,19.06,99.3508
1/1/2020,2020,1,JAN,0.4133,24.2192,71.23,13.5692,18.945,99.4258
2/1/2020,2020,2,FEB,0.6083,25.955,75.3925,15.8958,18.1275,99.3442
3/1/2020,2020,3,MAR,125.6492,26.9,87.4942,19.4942,17.3425,99.29
4/1/2020,2020,4,APR,144.2467,26.6275,88.4842,19.4333,18.485,99.3675
5/1/2020,2020,5,MAY,140.995,26.3192,89.8133,19.375,17.85,99.4792
6/1/2020,2020,6,JUN,349.4092,25.2792,91.1492,18.4917,15.655,99.5492
7/1/2020,2020,7,JUL,311.1367,24.3142,91.6525,17.5608,13.655,99.5108
8/1/2020,2020,8,AUG,71.3483,23.9575,88.4275,16.5175,15.66,99.5475
9/1/2020,2020,9,SEP,443.1825,24.5433,91.2642,17.7167,13.315,99.4958
10/1/2020,2020,10,OCT,176.3225,25.3983,89.3658,18.2367,16.475,99.4442
11/1/2020,2020,11,NOV,133.3483,26.02,84.6675,17.9133,18.505,99.3683
12/1/2020,2020,12,DEC,29.17,25.825,85.0717,17.7667,17.805,99.3433
1/1/2021,2021,1,JAN,28.0892,25.8575,81.0792,16.9575,17.84,99.2833
2/1/2021,2021,2,FEB,21.9508,26.34,79.9758,17.215,17.2075,99.29
3/1/2021,2021,3,MAR,83.7375,26.5158,86.8558,18.8975,16.2925,99.2083
4/1/2021,2021,4,APR,212.75,26.5042,88.7975,19.3725,19.1,99.2392
5/1/2021,2021,5,MAY,160.2883,26.1,90.2442,19.2558,17.98,99.3908
6/1/2021,2021,6,JUN,278.3425,25.44,90.1892,18.4642,16.09,99.4992
7/1/2021,2021,7,JUL,298.3142,24.6658,89.8817,17.5333,14.5325,99.6383
8/1/2021,2021,8,AUG,442.3442,24.5617,91.87,17.8633,13.15,99.5508
9/1/2021,2021,9,SEP,352.0908,24.89,91.1825,18.0825,15.6525,99.5017
10/1/2021,2021,10,OCT,245.695,25.6583,90.7008,18.845,17.4325,99.395
11/1/2021,2021,11,NOV,338.1292,26.0517,89.1017,18.9433,17.9625,99.3083
12/1/2021,2021,12,DEC,114.645,25.2258,81.4717,16.5175,17.3825,99.3067
1/1/2022,2022,1,JAN,66.5042,24.0683,77.3375,14.6492,18.315,99.3808
2/1/2022,2022,2,FEB,26.5675,25.6883,78.3417,16.3667,18.67,99.285
3/1/2022,2022,3,MAR,99.3783,26.7433,88.5925,19.6225,16.5675,99.1467
4/1/2022,2022,4,APR,203.365,26.0558,89.6,19.0775,17.215,99.2317
5/1/2022,2022,5,MAY,166.8675,25.945,90.3492,19.085,16.6525,99.4417
6/1/2022,2022,6,JUN,362.0625,25.05,91.7583,18.4017,15.2375,99.4525
7/1/2022,2022,7,JUL,268.2008,24.5567,90.9983,17.6742,13.62,99.5467
8/1/2022,2022,8,AUG,227.4233,24.1925,90.4867,17.1867,13.45,99.49
9/1/2022,2022,9,SEP,315.5917,24.555,91.3433,17.7408,14.455,99.5042
10/1/2022,2022,10,OCT,240.9567,25.4842,88.69,18.2008,16.5825,99.4217
11/1/2022,2022,11,NOV,51.6267,25.8967,84.6633,17.775,18.93,99.3508
12/1/2022,2022,12,DEC,25.0717,24.3592,77.9567,15.0508,18.57,99.36
1/1/2023,2023,1,JAN,7.775,24.7833,75.7642,14.9542,18.3375,99.3583
2/1/2023,2023,2,FEB,78.0592,25.8658,79.0967,16.6492,18.645,99.2942
3/1/2023,2023,3,MAR,135.025,26.255,87.4383,18.76,18.7375,99.3008
4/1/2023,2023,4,APR,170.8608,26.3858,89.3533,19.3933,17.1025,99.2108
5/1/2023,2023,5,MAY,137.2958,26.5058,90.12,19.695,17.85,99.3958
6/1/2023,2023,6,JUN,388.6717,25.3975,91.3117,18.67,14.6475,99.555
7/1/2023,2023,7,JUL,272.2058,25.4108,91.3917,18.6717,14.2325,99.6142
8/1/2023,2023,8,AUG,173.2458,25.1533,90.8817,18.2892,13.4875,99.545
9/1/2023,2023,9,SEP,351.2633,25.4675,91.5367,18.7958,14.2425,99.485
10/1/2023,2023,10,OCT,216.7917,26.03,90.5733,19.2417,16.73,99.3958
11/1/2023,2023,11,NOV,136.6842,26.2217,89.3325,19.1842,16.9175,99.3667
12/1/2023,2023,12,DEC,2.3258,25.7842,76.495,15.9758,19.445,99.3742
1/1/2024,2024,1,JAN,10.8392,25.7292,72.4192,15.1467,18.915,99.5183
2/1/2024,2024,2,FEB,34.9267,26.6642,78.2558,17.2717,17.5275,99.3667
3/1/2024,2024,3,MAR,36.4558,27.66,86.7333,20.1983,18.5175,99.2608
4/1/2024,2024,4,APR,119.6908,27.4042,89.1,20.5417,18.0975,99.2108
5/1/2024,2024,5,MAY,202.6158,27.015,89.6858,20.205,16.8025,99.3425
6/1/2024,2024,6,JUN,251.175,26.05,90.675,19.2675,15.38,99.5025
7/1/2024,2024,7,JUL,206.8142,25.2258,90.215,18.2125,12.4425,99.6025
8/1/2024,2024,8,AUG,130.0983,25.005,89.315,17.7692,12.885,99.56
9/1/2024,2024,9,SEP,226.7042,25.2708,90.1733,18.2567,14.545,99.5083
10/1/2024,2024,10,OCT,270.7542,25.7525,89.7892,18.725,16.055,99.4667
11/1/2024,2024,11,NOV,46.4583,25.9842,80.6142,16.9892,20.275,99.3842
12/1/2024,2024,12,DEC,0.3025,25.0417,72.4625,14.3667,19.145,99.3933
1/1/2025,2025,1,JAN,3.3833,26.0458,79.1558,16.635,18.0875,99.3425
2/1/2025,2025,2,FEB,56.2142,26.9733,83.9542,18.6358,17.1225,99.2033
3/1/2025,2025,3,MAR,146.825,27.4942,85.8992,19.7525,17.7825,99.2208
4/1/2025,2025,4,APR,172.6325,27.1742,88.1658,19.9842,18.165,99.2175
5/1/2025,2025,5,MAY,150.7792,26.5583,88.4817,19.3317,16.98,99.42
6/1/2025,2025,6,JUN,308.9458,25.7508,90.5875,18.8875,15.195,99.5758
7/1/2025,2025,7,JUL,217.1317,24.56,90.5567,17.56,12.395,99.6858
8/1/2025,2025,8,AUG,145.1617,24.3208,89.8617,17.1592,12.4375,99.6358
9/1/2025,2025,9,SEP,233.1208,24.9175,90.0233,17.8333,13.61,99.575
10/1/2025,2025,10,OCT,220.2567,25.4275,89.5442,18.3075,15.66,99.48
11/1/2025,2025,11,NOV,116.3008,26.215,86.1733,18.3792,18.135,99.3867
12/1/2025,2025,12,DEC,43.9808,26.2733,86.7383,18.5933,18.135,99.3042
